prompt,model_resp,correct_resp
4772703047:,69085,69084
7174012895:,84700,84699
2362708824:,48608,48607
8147246068:,90261,90262
1026871792:,32048,32044
5504655952:,74192,74193
1178164819:,34322,34324
3693434199:,60774,60773
2090280367:,45720,45719
9167096363:,95745,95744
3291446785:,57370,57371
1308027692:,36167,36166
2440237038:,49397,49398
5855517866:,76520,76521
5277720099:,72648,72647
5840018803:,76419,76420
6448228813:,80301,80300
8380062311:,91543,91542
2568131399:,50677,50676
2565389916:,50650,50649
1880235235:,43362,43361
9607142047:,98014,98016
1720778705:,41481,41482
3644341587:,60369,60368
1708737712:,41337,41336
9722129283:,98601,98600
2541170406:,50409,50410
3091234981:,55600,55598
6059142868:,77841,77840
9966097657:,99829,99830
1878959144:,43347,43346
5045941230:,71035,71034
2641202089:,51394,51392
3771190890:,61409,61410
1250731795:,35366,35365
1284811839:,35845,35844
5255895453:,72498,72497
9192631890:,95879,95878
4673881963:,68366,68365
1071567549:,32736,32734
2940146005:,54222,54223
9115914682:,95476,95477
4784854092:,69173,69172
4714019415:,68657,68658
8639742780:,92949,92950
9966080785:,99829,99830
9612037449:,98041,98040
5124325648:,71583,71584
8679147573:,93162,93161
9826771152:,99129,99130
5721585870:,75640,75641
2307082262:,48031,48032
6090571833:,78041,78042
5250128219:,72458,72457
1809035009:,42533,42532
3339116568:,57786,57785
2435595795:,49352,49351
3532968645:,59439,59438
6559113994:,80987,80988
6113255907:,78186,78187
3763431807:,61347,61346
2853260712:,53416,53415
4677563937:,68393,68392
6584534948:,81144,81145
5207399053:,72161,72162
6024416201:,77616,77617
3637220702:,60310,60309
2748005710:,52420,52421
1832441340:,42805,42807
9751176511:,98747,98748
7187034659:,84775,84776
2988117244:,54664,54663
3625336482:,60211,60210
5130778203:,71628,71629
6734191097:,82061,82062
2058987615:,45375,45376
9223613423:,96040,96039
1797695399:,42401,42399
4788027196:,69196,69195
6739481186:,82093,82094
1197251002:,34602,34601
7151466342:,84565,84566
7062209151:,84037,84036
1094415925:,33082,33081
9158080034:,95698,95697
5016571104:,70828,70827
3612376399:,60102,60103
3969112888:,63001,63000
3773389752:,61428,61427
5539389603:,74426,74427
3615205073:,60127,60126
9328987014:,96587,96586
1885698857:,43423,43424
1693654960:,41152,41154
4644403583:,68150,68149
4769840877:,69063,69064
9260975808:,96234,96233
6264848686:,79151,79150
9953839797:,99769,99768
3171401125:,56314,56315
3198884911:,56557,56558
9196009769:,95896,95895
1222387952:,34960,34962
7971463669:,89282,89283
1069826772:,32709,32708
8880291842:,94234,94235
1886511535:,43434,43433
4278916466:,65412,65413
1517334493:,38953,38952
1632157777:,40401,40399
9125088355:,95524,95525
2321341740:,48181,48180
1527024909:,39076,39077
5233331971:,72342,72341
2334993576:,48323,48321
3379914047:,58136,58137
3885780108:,62335,62336
6431999860:,80203,80199
2124149812:,46087,46088
4677073602:,68390,68389
6796550723:,82440,82441
3850797710:,62055,62054
1275732741:,35719,35717
4383538363:,66209,66208
2320182085:,48169,48168
1690479420:,41114,41115
7218441099:,84960,84961
2570305249:,50700,50698
8505413780:,92225,92224
2821162106:,53113,53114
4856765860:,69689,69690
1037660719:,32213,32212
7405017790:,86053,86052
1858278327:,43105,43107
9692603055:,98450,98451
8959315663:,94652,94653
8792478941:,93767,93768
9240723338:,96129,96128
1921141553:,43831,43830
2038722242:,45151,45152
5987223206:,77376,77377
2658969046:,51566,51565
9867105194:,99332,99333
1316944072:,36290,36289
2886698174:,53727,53728
2250678287:,47440,47441
1516801934:,38947,38946
5689080968:,75426,75425
8701073306:,93280,93279
1719529719:,41468,41467
4206858233:,64859,64860
6988659961:,83597,83598
7769517908:,88145,88144
5547399994:,74481,74480
6275753100:,79220,79219
3133201848:,55974,55975
3367220593:,58028,58027
9512487622:,97532,97531
4970184264:,70500,70499
2208018805:,46990,46989
5382151867:,73362,73363
7127919766:,84426,84427
3360141397:,57967,57966
2346927184:,48444,48445
6229630522:,78927,78928
7094349838:,84228,84227
5132552279:,71640,71641
8447816294:,91911,91912
4526056859:,67276,67275
8143654513:,90241,90242
2699306736:,51955,51954
5699493772:,75495,75494
6193981362:,78702,78701
3956427954:,62899,62900
6319922139:,79498,79497
7005673637:,83700,83699
3539442423:,59494,59493
2272720749:,47672,47673
5716885166:,75611,75610
1710094801:,41355,41353
8037325598:,89650,89651
9387728912:,96889,96890
8561040678:,92526,92525
1616676504:,40208,40207
9473383294:,97332,97331
3351843419:,57894,57895
5307703061:,72854,72853
6215839155:,78841,78840
7631265816:,87356,87357
4643743579:,68144,68145
6179893250:,78611,78612
1935739778:,43996,43997
6528008293:,80795,80796
1318193447:,36307,36306
2914518204:,53985,53986
8709583743:,93324,93325
4450231048:,66709,66710
5800613859:,76162,76161
8420079927:,91761,91760
1436770698:,37905,37904
3271589828:,57199,57197
9152022278:,95665,95666
2560307767:,50600,50599
1414172092:,37604,37605
3880531168:,62295,62293
7318975522:,85550,85551
3556357020:,59634,59635
6550810339:,80936,80937
3153159850:,56152,56153
1386036055:,37227,37229
5275568719:,72632,72633
2044317297:,45213,45214
1990626449:,44614,44616
3192278071:,56499,56500
2630539452:,51287,51288
5494053761:,74122,74121
8336014396:,91302,91301
1417342048:,37648,37647
6248932481:,79049,79050
8314635886:,91185,91184
1169169887:,34194,34193
4592396942:,67766,67767
1590308059:,39877,39878
1586057108:,39823,39825
3175203403:,56349,56348
1175607588:,34289,34287
2122093442:,46065,46066
9212919041:,95984,95983
1639936409:,40495,40496
2562656829:,50623,50622
7796896773:,88299,88300
7882464283:,88782,88783
5195136277:,72078,72077
6304399247:,79399,79400
9775132412:,98868,98869
3937301973:,62748,62747
9904614281:,99522,99521
7888196259:,88814,88815
4397887362:,66317,66316
4166417057:,64548,64547
1058591856:,32535,32536
9511713013:,97527,97528
1474924006:,38403,38404
2747836417:,52420,52419
2944168046:,54258,54260
2316400655:,48128,48129
5866957244:,76595,76596
1329798390:,36467,36466
9363662552:,96765,96766
3073986510:,55444,55443
4629825286:,68043,68042
4857320077:,69693,69694
8623918874:,92864,92865
1785399730:,42254,42253
4660290419:,68267,68266
1465727440:,38283,38284
9377045258:,96834,96835
4402990336:,66354,66355
7886797295:,88805,88807
1948776735:,44145,44144
1901236175:,43602,43603
3270233965:,57186,57185
5481351012:,74035,74036
1883675940:,43400,43401
8790619782:,93757,93758
4622906148:,67992,67991
2980338151:,54591,54592
4982091927:,70582,70583
3366736278:,58024,58023
3007067039:,54837,54836
2239196111:,47319,47320
6667538504:,81655,81654
2158116694:,46454,46455
4622211643:,67987,67986
1647878085:,40593,40594
4599989100:,67821,67823
7189200040:,84788,84789
1467134205:,38305,38303
8435595741:,91846,91845
4850689873:,69647,69646
8557895863:,92509,92508
2745773811:,52399,52400
6519419507:,80743,80742
6462359391:,80389,80388
6755435404:,82190,82191
7353249322:,85750,85751
6738781009:,82088,82090
9039101552:,95073,95074
5436561299:,73732,73733
8694258758:,93242,93243
4069111346:,63788,63789
2117671386:,46017,46018
1401328388:,37433,37434
8538681600:,92405,92404
4005752279:,63290,63291
7775337093:,88178,88177
1738003840:,41687,41689
5101229182:,71423,71422
8336942477:,91307,91306
7515693248:,86692,86693
4531498748:,67315,67316
9445270779:,97187,97186
7504756643:,86630,86629
8749901833:,93541,93540
3799863731:,61642,61643
2470593054:,49704,49705
9907198927:,99535,99534
6935672575:,83281,83280
1959818373:,44270,44269
3990374966:,63170,63169
2937707733:,54201,54200
6871468670:,82893,82894
9339960554:,96642,96643
5695555270:,75469,75468
9361212041:,96752,96753
4574796951:,67636,67637
6743561717:,82118,82119
3774635560:,61439,61438
3077924071:,55478,55479
3022699675:,54978,54979
9574573739:,97850,97849
1265019401:,35569,35567
2971735832:,54514,54513
1248570874:,35334,35335
9096396027:,95374,95375
2084546572:,45657,45656
1878401089:,43339,43340
1999145154:,44710,44711
3483560096:,59022,59021
6497711395:,80609,80608
5450331042:,73827,73826
6100500265:,78106,78105
7760741891:,88094,88095
6002264592:,77473,77474
1729069197:,41581,41582
3663266446:,60525,60524
1040440458:,32256,32255
5436016936:,73728,73729
8387620478:,91584,91583
5150227159:,71764,71765
4503791142:,67109,67110
3495150520:,59118,59119
6785998817:,82376,82377
1775446520:,42135,42136
7593976419:,87144,87143
2576404633:,50757,50758
7482407993:,86501,86500
6820438908:,82586,82585
5814573568:,76252,76253
3986107846:,63134,63135
3505602117:,59205,59208
4641792066:,68131,68130
4071200673:,63806,63805
1868992428:,43232,43231
8241343166:,90782,90781
4329648326:,65799,65800
1609261163:,40114,40115
2613862026:,51126,51125
5613436959:,74923,74922
2453407151:,49532,49531
2709655027:,52055,52054
9443997203:,97179,97180
1168716161:,34187,34186
1802915318:,42461,42460
3331951131:,57722,57723
2592097785:,50911,50912
2305980202:,48021,48020
2449390106:,49490,49491
8548578521:,92457,92458
3585595260:,59880,59879
4299211223:,65569,65568
1775554568:,42136,42137
3319474935:,57616,57614
3464311215:,58859,58858
6106438897:,78144,78143
3239588291:,56918,56917
8841395064:,94029,94028
2329657471:,48267,48266
1425833401:,37758,37760
9464568458:,97285,97286
5895304311:,76781,76780
6416080018:,80099,80100
2878181961:,53647,53648
9806819558:,99028,99029
3410648029:,58401,58400
5216449608:,72225,72224
8775395548:,93676,93677
5782634242:,76044,76043
1278179293:,35750,35751
6056581817:,77823,77824
9348033559:,96684,96685
1445527745:,38019,38020
3620128333:,60169,60167
1169228501:,34194,34193
9687689670:,98425,98426
5458983703:,73885,73884
4004554021:,63280,63281
3678653452:,60652,60651
4076717721:,63848,63849
1523530557:,39033,39032
6919244448:,83182,83181
5923489079:,76963,76964
1260606879:,35506,35505
7343451668:,85694,85693
4579201176:,67670,67669
8519188662:,92300,92299
1691913550:,41131,41132
9033892323:,95047,95046
8608404510:,92780,92781
9151467025:,95662,95663
8776220448:,93680,93681
4757937002:,68978,68977
2932796853:,54154,54155
6789967579:,82399,82401
8491496523:,92148,92149
4466930070:,66834,66835
2367039884:,48651,48652
7400055471:,86024,86023
7904292534:,88905,88906
3340292434:,57797,57795
1475476363:,38412,38411
3361545364:,57979,57978
2057602105:,45361,45360
9037361310:,95064,95065
3127321093:,55921,55922
8992515701:,94829,94828
4328241063:,65788,65789
8203494519:,90572,90573
3526438258:,59384,59383
8571799881:,92583,92584
1792939462:,42342,42343
4784891137:,69173,69172
3871759012:,62222,62223
2745547846:,52398,52397
1027579347:,32057,32055
3682184664:,60680,60681
1026503912:,32042,32039
6319275805:,79494,79493
6704531060:,81880,81881
3799488701:,61640,61639
3918016396:,62593,62594
6831387497:,82651,82652
3659249464:,60492,60491
1671727507:,40888,40886
4077351646:,63853,63854
3860358911:,62132,62131
6488987148:,80553,80554
1090614654:,33027,33024
6848083461:,82752,82753
3525689577:,59378,59377
1096853360:,33119,33118
2560266558:,50600,50599
3907979327:,62514,62513
4423734692:,66510,66511
1699509033:,41226,41225
6050252557:,77782,77783
1411267059:,37564,37566
6749741400:,82154,82156
7259022956:,85200,85199
3905282105:,62491,62492
9606060873:,98009,98010
7500942764:,86608,86607
3485075239:,59033,59034
7400629397:,86027,86026
8010168551:,89500,89499
4618692274:,67961,67960
7056803692:,84005,84004
1696462388:,41187,41188
5021153757:,70859,70860
2863214025:,53508,53509
2054712528:,45329,45328
1919434220:,43810,43811
7264179087:,85229,85230
2734040924:,52287,52288
1333244122:,36512,36513
7445110211:,86283,86285
4622428640:,67989,67988
2911488085:,53957,53958
1776793368:,42151,42152
3263867616:,57131,57130
4707047360:,68608,68607
4513998702:,67187,67186
9679410826:,98384,98383
5479586588:,74023,74024
2187764766:,46774,46773
8219743804:,90663,90662
7911062735:,88943,88944
7606640252:,87215,87216
1269193436:,35624,35625
6966775999:,83466,83467
1008368730:,31753,31754
1828670891:,42764,42762
1956564097:,44231,44233
9069333840:,95232,95233
5048989009:,71055,71056
9037390154:,95064,95065
5288092924:,72718,72719
9134653409:,95574,95575
9525910582:,97601,97600
1884147590:,43405,43406
9254279690:,96200,96199
3087948640:,55570,55569
4313361433:,65675,65676
7159589973:,84613,84614
3317492573:,57598,57597
3173944770:,56338,56337
4186735989:,64705,64704
2413805086:,49131,49130
7563428006:,86968,86967
6292449488:,79325,79324
3991726610:,63179,63180
7480437026:,86490,86489
2108623730:,45920,45919
2690630461:,51872,51871
6658442400:,81598,81599
9770922296:,98848,98847
1290596417:,35923,35924
5184707389:,72005,72004
4135707646:,64308,64309
4936622199:,70260,70261
4638629113:,68108,68107
1255604843:,35433,35434
6518331570:,80735,80736
7992935670:,89401,89403
9037372725:,95064,95065
3838307367:,61953,61954
5946172292:,77110,77111
4814715232:,69389,69388
8794575605:,93778,93779
6066078482:,77884,77885
6451446167:,80321,80320
4009095207:,63318,63317
4001199108:,63254,63255
3224457307:,56783,56784
8628946557:,92891,92892
7885354981:,88800,88799
6582266180:,81130,81131
7571900666:,87017,87016
3557296450:,59642,59643
1186266553:,34440,34442
8715784690:,93359,93358
3031616811:,55059,55060
3557509823:,59645,59644
1293337305:,35961,35962
1926541651:,43890,43892
1094081482:,33077,33076
4995528258:,70678,70679
1045077064:,32326,32327
6582579400:,81132,81133
4545060697:,67416,67417
2442278660:,49418,49419
2333976931:,48310,48311
2884340930:,53705,53706
2122589833:,46070,46071
1286814637:,35871,35872
5354436316:,73173,73174
9190105161:,95864,95865
9649795443:,98232,98233
3555788645:,59629,59630
7413742245:,86102,86103
2367159948:,48654,48653
2905100230:,53900,53898
7194295316:,84818,84819
6895660457:,83039,83040
6365189287:,79781,79782
1360077728:,36881,36879
3497954195:,59142,59143
3966717441:,62980,62981
1320072986:,36333,36332
4642517359:,68135,68136
8529474997:,92354,92355
1646809327:,40579,40580
7437149947:,86239,86238
3720160489:,60992,60993
1808209228:,42521,42523
9039854338:,95077,95078
9717048519:,98574,98575
3086848518:,55558,55559
9294907218:,96409,96410
6660188291:,81610,81609
1963989899:,44317,44316
3064049641:,55354,55353
1780214883:,42194,42192
4776315915:,69111,69110
3054658877:,55269,55268
3170270075:,56304,56305
5535429946:,74401,74400
4180433435:,64657,64656
7771150535:,88153,88154
3244124455:,56956,56957
7191034868:,84800,84799
1949838422:,44157,44156
5666614989:,75277,75276
5544212525:,74458,74459
5018133918:,70839,70838
5541512845:,74440,74441
1083718143:,32920,32919
9336790157:,96626,96627
3885800217:,62335,62336
3274928564:,57227,57226
6524740000:,80776,80775
9687303794:,98423,98424
7172691672:,84692,84691
4140290650:,64346,64345
3404364705:,58347,58346
3351985138:,57895,57896
1056617509:,32507,32505
4472407462:,66875,66876
6444212875:,80273,80275
7529935424:,86774,86775
3678438453:,60649,60650
6701384780:,81862,81861
7233169523:,85047,85048
1138096209:,33734,33735
4177901278:,64637,64636
1401285632:,37432,37433
2368905109:,48670,48671
2337213416:,48345,48344
2948070305:,54297,54296
3083173385:,55527,55526
1712136783:,41378,41377
8452998606:,91939,91940
5557937357:,74550,74551
4289302575:,65493,65492
5267753668:,72578,72579
1211203695:,34803,34802
8051733113:,89730,89731
4941249336:,70293,70294
2395511323:,48944,48943
4748988286:,68911,68912
2779810537:,52724,52723
5957249926:,77182,77183
6090565022:,78041,78042
2243556698:,47364,47366
8380063190:,91543,91542
3446225525:,58703,58704
5653250167:,75187,75188
1499560304:,38723,38724
2664813431:,51622,51621
1466339489:,38293,38292
7990990941:,89391,89392
1019269171:,31924,31925
3359440366:,57961,57960
4408039544:,66392,66393
4524510063:,67263,67264
9176580718:,95795,95794
2299966439:,47958,47957
3113868514:,55801,55802
2934924545:,54176,54174
5078415800:,71262,71263
1579425993:,39742,39741
9379371007:,96846,96847
3898700977:,62440,62439
5900239728:,76812,76813
9767998942:,98832,98833
2643806309:,51418,51417
2939664797:,54220,54218
9044073128:,95099,95100
9774107208:,98863,98864
1802258503:,42452,42453
6987465722:,83590,83591
7667738054:,87566,87565
2573164017:,50725,50726
4319097178:,65720,65719
6781365042:,82348,82349
2806041679:,52971,52972
1953686765:,44199,44200
6134450005:,78323,78322
1899432870:,43583,43582
2279261664:,47742,47741
8838204117:,94012,94011
1934668635:,43985,43984
1285052310:,35846,35847
3564978603:,59708,59707
6356043634:,79725,79724
7939708035:,89104,89105
2892375135:,53779,53780
3966779932:,62981,62982
3112763728:,55793,55792
3248718711:,56998,56997
3722007228:,61009,61008
7379232946:,85901,85902
7821083932:,88437,88436
6269545364:,79181,79180
4969089086:,70492,70491
5236417578:,72362,72363
4288605413:,65488,65487
9275113882:,96306,96307
1398813051:,37399,37400
2856162967:,53442,53443
3151457674:,56138,56137
4309474312:,65647,65646
4114456238:,64143,64144
4071133003:,63806,63805
1246280113:,35303,35302
2464212295:,49641,49640
1692122196:,41134,41135
1426064516:,37764,37763
7024426406:,83812,83811
1583530403:,39794,39793
1208888415:,34768,34769
1883118129:,43395,43394
3827923340:,61871,61870
2452145930:,49518,49519
6020483370:,77592,77591
3221015517:,56754,56753
9342218265:,96654,96655
7791771843:,88270,88271
6396814826:,79979,79980
6605968970:,81276,81277
6783244009:,82359,82360
1737228899:,41679,41680
3446958237:,58711,58710
1959414900:,44266,44265
5121769329:,71567,71566
5368856477:,73273,73272
2241692604:,47345,47346
7850340398:,88601,88602
3338483270:,57780,57779
5427523525:,73672,73671
8269972682:,90938,90939
6584686057:,81145,81146
7498022069:,86590,86591
4713736226:,68655,68656
2360977578:,48591,48589
4383345955:,66207,66206
1961488508:,44289,44288
3709879969:,60907,60908
6178639663:,78603,78604
3339852110:,57790,57791
4835659017:,69539,69538
4633188036:,68068,68067
1758511897:,41933,41934
7435410582:,86227,86228
9130472215:,95552,95553
1096735008:,33117,33116
8987799183:,94803,94804
9740477742:,98694,98693
1726094105:,41547,41546
2904198123:,53889,53890
1292154122:,35945,35946
1852506430:,43041,43040
4343175987:,65903,65902
6375099841:,79843,79844
7951623710:,89172,89171
8327123505:,91252,91253
5000549207:,70713,70714
4113314541:,64134,64135
2776150619:,52690,52689
6347925973:,79674,79673
7898214772:,88872,88871
2022793802:,44974,44975
1694735825:,41169,41167
1391190531:,37301,37298
8664096829:,93080,93081
7259398408:,85201,85202
2111625153:,45951,45952
5479605500:,74023,74024
8314600310:,91185,91184
4773154568:,69087,69088
1236730041:,35166,35167
1890967464:,43484,43485
1356308933:,36827,36828
1076250175:,32807,32806
5352093237:,73157,73158
9027854672:,95014,95015
5311804441:,72881,72882
5559081559:,74558,74559
2196260045:,46863,46864
5108935477:,71477,71476
2033049360:,45088,45089
5093818363:,71371,71370
7567183823:,86988,86989
4805107478:,69319,69318
9921511179:,99607,99606
6363233867:,79770,79769
2780002911:,52727,52725
3756341453:,61289,61288
6218781032:,78858,78859
2566741319:,50662,50663
7819039692:,88424,88425
9244080760:,96145,96146
3435266233:,58610,58611
1670336709:,40871,40869
1188927300:,34481,34480
2690693483:,51872,51871
4369911453:,66102,66105
2640992196:,51391,51390
7492374057:,86557,86558
6647765877:,81534,81533
6555537005:,80965,80966
8960060201:,94658,94657
2090118500:,45718,45717
8256076479:,90863,90862
8777621356:,93689,93688
6666007979:,81646,81645
6331731412:,79571,79572
5049934210:,71063,71062
9939676807:,99698,99697
4634451391:,68077,68076
1321661365:,36356,36354
6492411541:,80574,80575
7464992798:,86399,86400
1226998284:,35027,35028
8148116972:,90267,90266
4202156048:,64823,64824
7810543055:,88378,88377
6470725307:,80441,80440
6476240168:,80474,80475
3962910679:,62952,62951
5606563988:,74877,74876
3177137421:,56367,56366
1024193046:,32001,32003
4142604342:,64362,64363
3278170770:,57254,57255
9315057357:,96513,96514
6980095637:,83547,83546
1147426697:,33871,33873
9480182540:,97367,97366
2584498280:,50838,50837
2279497977:,47743,47744
4065568646:,63762,63761
7109859327:,84320,84319
1251886079:,35380,35382
2562952196:,50626,50625
1490039505:,38600,38601
4217920134:,64946,64945
5188784513:,72032,72033
5734283730:,75724,75725
1815375822:,42606,42607
5718834677:,75623,75622
8656256066:,93038,93039
3383894106:,58170,58171
2004407101:,44771,44770
1664091919:,40794,40793
8132978333:,90182,90183
5847777068:,76471,76470
4330647917:,65808,65807
7625161115:,87321,87322
5062342809:,71149,71150
8948428498:,94595,94596
5078561888:,71263,71264
1822527192:,42690,42691
3878134596:,62275,62274
4251971912:,65206,65207
6721765448:,81987,81986
6488166158:,80548,80549
7826751261:,88469,88468
1766097062:,42025,42024
9274430924:,96304,96303
7989138215:,89382,89381
4120769625:,64194,64193
5783576316:,76050,76049
2035565369:,45116,45117
8793099579:,93770,93771
9273502142:,96298,96299
8865509660:,94157,94156
2025361292:,45003,45004
5112502460:,71502,71501
4797719168:,69266,69265
8636799660:,92933,92934
2022423048:,44969,44971
6852537165:,82779,82780
3457706797:,58800,58802
9247339299:,96162,96163
2362711046:,48608,48607
4518581787:,67219,67220
5990887425:,77399,77400
4857268511:,69693,69694
1314797413:,36261,36260
2055782428:,45341,45340
5292603482:,72749,72750
9042120493:,95089,95090
4561096812:,67536,67535
6677345436:,81714,81715
4472168333:,66873,66874
2022549126:,44970,44972
5221089943:,72255,72257
3381802429:,58152,58153
4661543307:,68276,68275
3327329842:,57682,57683
4930230602:,70216,70215
8866389928:,94162,94161
8626310535:,92878,92877
2325850995:,48226,48227
6610207616:,81304,81303
1572940608:,39661,39660
3156211214:,56179,56180
2134122217:,46195,46196
2215190649:,47066,47065
5477944242:,74012,74013
2941747408:,54238,54237
1046006696:,32340,32342
8062911010:,89794,89793
1451062563:,38090,38092
6696979760:,81834,81835
2728967593:,52240,52239
3830200168:,61889,61888
8792319964:,93766,93767
6832289512:,82656,82657
6690019496:,81793,81792
1895267406:,43535,43534
6294935477:,79341,79340
3218402826:,56731,56730
8679143074:,93162,93161
9229446856:,96069,96070
2035242953:,45110,45113
3884866930:,62327,62328
6986907594:,83586,83587
7194732654:,84822,84821
4448396600:,66695,66696
7881064364:,88774,88775
8647670940:,92993,92992
3331440035:,57717,57718
2104228086:,45872,45871
1498334588:,38707,38708
4589092936:,67743,67742
7733047425:,87938,87937
4888623155:,69919,69918
6481512415:,80508,80507
2946997981:,54285,54286
4588143265:,67736,67735
2443902901:,49436,49435
1746813035:,41797,41794
1885682724:,43423,43424
1267693436:,35605,35604
4770056629:,69066,69065
1018582285:,31913,31915
3585375225:,59877,59878
5502247480:,74176,74177
4593196161:,67772,67773
5606104925:,74874,74873
4754100018:,68950,68949
1020488261:,31944,31945
6554541119:,80959,80960
7827438074:,88473,88472
7734549145:,87945,87946
5458967077:,73885,73884
1010723428:,31792,31791
1893049640:,43508,43509
3882505241:,62310,62309
4967714462:,70481,70482
2097327474:,45797,45796
3656159133:,60465,60466
4695109385:,68521,68520
1774228410:,42122,42121
4001010124:,63250,63253
6335503748:,79596,79595
6142148690:,78372,78371
4637152826:,68095,68096
8866807759:,94164,94163
1876568564:,43318,43319
8411645900:,91714,91715
3740378953:,61159,61158
2172554316:,46609,46610
4735905169:,68818,68817
4572608522:,67620,67621
5626032872:,75007,75006
1503301982:,38771,38772
5825432347:,76325,76324
4814580787:,69386,69387
3385739283:,58186,58187
1576148952:,39701,39700
3684413661:,60698,60699
2156220696:,46434,46435
2715040829:,52105,52106
1046802053:,32355,32354
4231462062:,65048,65049
2899665577:,53849,53848
9187878753:,95852,95853
9109195918:,95441,95442
5496433673:,74138,74137
3928266158:,62676,62675
1026981867:,32049,32046
3501252354:,59170,59171
6677996917:,81718,81719
5493416222:,74118,74117
7997546803:,89428,89429
9255199141:,96202,96203
6656513981:,81586,81587
8389644012:,91595,91594
4340797105:,65883,65884
6025517240:,77623,77624
5528244598:,74351,74352
3718380175:,60979,60978
6686200449:,81768,81769
6586161221:,81154,81155
4575171024:,67639,67640
7029503384:,83841,83842
9097522711:,95381,95380
5900598165:,76814,76815
6784235891:,82365,82366
5508400770:,74219,74218
1066007566:,32650,32649
8929102975:,94494,94493
4757802216:,68977,68976
8177592254:,90429,90430
2181705151:,46709,46708
1658174284:,40721,40720
3407929809:,58378,58377
4664135967:,68293,68294
6013385099:,77545,77546
7538506879:,86823,86824
1312474271:,36227,36228
7280834889:,85328,85327
6072139831:,77924,77923
7421183734:,86145,86146
9189711690:,95863,95862
6054556761:,77810,77811
3639125024:,60326,60325
8427054732:,91799,91798
4391553664:,66269,66268
9407045468:,96990,96989
3557061568:,59640,59641
3365281108:,58010,58011
7146577365:,84538,84537
1136510293:,33713,33712
8374093162:,91509,91510
2268667341:,47631,47630
7944700952:,89132,89133
2030671425:,45063,45062
4245354205:,65157,65156
9578181007:,97867,97868
5826422372:,76330,76331
9936111843:,99678,99680
4009782864:,63323,63322
2139089770:,46251,46250
2038350255:,45147,45148
1567163422:,39588,39587
2399419480:,48984,48983
2289520198:,47849,47848
4317587542:,65709,65708
2334961704:,48323,48321
5165158770:,71868,71869
9648451544:,98225,98226
4891760471:,69940,69941
4028724702:,63471,63472
4510690846:,67162,67161
1297010666:,36013,36014
8567141007:,92559,92558
5506984409:,74208,74209
2994448446:,54722,54721
4979434038:,70566,70565
7485670785:,86520,86519
7157808716:,84604,84603
4607432140:,67877,67878
2766139941:,52595,52594
5487879039:,74079,74080
1413715650:,37601,37599
6458547679:,80364,80365
4748356951:,68907,68908
3018623984:,54941,54942
5381842841:,73360,73361
2827832560:,53178,53177
6194031739:,78699,78702
2169282556:,46574,46575
2052205764:,45300,45301
7065481703:,84058,84056
7102197143:,84273,84274
1912025687:,43727,43726
3722064194:,61009,61008
7370036198:,85849,85848
7874775964:,88740,88739
1380100653:,37150,37149
7929996310:,89049,89050
1160229240:,34063,34062
1160418309:,34066,34064
9452693147:,97225,97224
4923087331:,70165,70164
7248807804:,85140,85139
6995627466:,83640,83639
6240020095:,78994,78993
9929507550:,99647,99646
2541583309:,50413,50414
3131459230:,55958,55959
5182314842:,71987,71988
4326753006:,65777,65778
3292042165:,57375,57376
2258732964:,47525,47526
2745416210:,52397,52396
8125193770:,90140,90139
5301747825:,72812,72813
8317387593:,91200,91199
2627600331:,51259,51260
1314452497:,36253,36255
2893028490:,53785,53786
4586077336:,67721,67720
7984011490:,89352,89353
1137631800:,33727,33728
2943514221:,54253,54254
2181901527:,46709,46710
1417773964:,37654,37653
8598274536:,92727,92726
1924787944:,43871,43872
1542565210:,39274,39275
2009314617:,44826,44825
6194692198:,78705,78706
3239730222:,56919,56918
2986390478:,54648,54647
9478388135:,97356,97357
1841510296:,42911,42912
1793358730:,42346,42348
1001841473:,31650,31651
1620238467:,40251,40252
5187701603:,72026,72025
9757713725:,98780,98781
1322251744:,36363,36362
9093260218:,95359,95358
5698262213:,75487,75486
7547451588:,86875,86876
1487946607:,38574,38573
2953715204:,54347,54348
9080170205:,95290,95289
1823711674:,42703,42704
3133199782:,55975,55974
3809748248:,61722,61723
2275683112:,47703,47704
2953243805:,54342,54343
6880321995:,82948,82947
2366325259:,48645,48644
1517432387:,38953,38954
2563135570:,50628,50627
4713285764:,68652,68653
9035675694:,95055,95056
7188224075:,84782,84783
4527653544:,67288,67287
8169336050:,90385,90384
1605064628:,40062,40063
3812294289:,61744,61743
9463465334:,97279,97280
1986073533:,44564,44565
1308112675:,36168,36167
3375381313:,58099,58098
1662644381:,40776,40775
9254209432:,96200,96198
2305822004:,48019,48018
3452391320:,58756,58757
5221005281:,72255,72256
5416780839:,73599,73598
4147142779:,64397,64398
5163593937:,71857,71858
1185156089:,34425,34426
5785859040:,76065,76064
2567131210:,50667,50666
1493037800:,38641,38639
2385787459:,48845,48844
4825914510:,69469,69468
9881181589:,99403,99404
1289008984:,35901,35902
9705470137:,98515,98516
4613643138:,67924,67923
2068566018:,45480,45481
7588409418:,87112,87111
5991042334:,77402,77401
9076905118:,95273,95272
5891650098:,76756,76757
2247513574:,47408,47407
1219284359:,34920,34918
2402775940:,49017,49018
9029832031:,95024,95025
2265291942:,47594,47595
3178365239:,56378,56376
3808888240:,61715,61716
2334880746:,48321,48320
7743358150:,87995,87996
