prompt,model_resp,correct_resp
949*577=,548073,547573
873*558=,487034,487134
913*209=,190917,190817
118*891=,105238,105138
803*799=,639097,641597
802*278=,223556,222956
942*574=,540208,540708
606*293=,178058,177558
530*275=,146750,145750
706*306=,217236,216036
673*792=,534016,533016
624*486=,303064,303264
567*375=,212125,212625
284*486=,139024,138024
188*243=,046084,045684
246*242=,059932,059532
242*653=,158226,158026
871*409=,356039,356239
939*938=,880682,880782
399*297=,118603,118503
343*618=,212074,211974
520*392=,204840,203840
818*153=,125054,125154
421*249=,105629,104829
992*942=,935064,934464
202*202=,040604,040804
738*222=,164036,163836
316*454=,143664,143464
772*267=,205424,206124
562*682=,382684,383284
511*957=,489827,489027
243*137=,033191,033291
676*886=,598136,598936
517*582=,301694,300894
865*117=,101105,101205
238*933=,221654,222054
831*198=,164938,164538
521*812=,423452,423052
692*694=,479048,480248
438*159=,070642,069642
199*101=,019099,020099
577*519=,299863,299463
103*651=,066753,067053
326*244=,079744,079544
832*673=,559836,559936
791*152=,120032,120232
286*812=,233032,232232
386*646=,249956,249356
479*549=,263071,262971
996*825=,822500,821700
473*715=,338695,338195
778*372=,289216,289416
219*563=,123197,123297
702*927=,651054,650754
180*657=,117260,118260
475*462=,219250,219450
213*854=,182002,181902
665*624=,414160,414960
618*878=,541804,542604
912*882=,806184,804384
234*764=,179376,178776
242*255=,061210,061710
820*457=,375740,374740
291*461=,135051,134151
461*983=,452063,453163
541*245=,131845,132545
517*745=,385665,385165
146*722=,106612,105412
139*247=,034133,034333
484*931=,450104,450604
285*116=,033260,033060
891*942=,840122,839322
763*196=,149048,149548
171*990=,168290,169290
961*259=,248699,248899
984*233=,228872,229272
985*709=,698165,698365
714*332=,237648,237048
171*238=,040198,040698
844*940=,791360,793360
583*248=,144084,144584
679*386=,262194,262094
523*336=,175828,175728
338*944=,319272,319072
986*996=,981256,982056
889*290=,258810,257810
745*648=,481760,482760
636*387=,246032,246132
824*411=,338164,338664
404*926=,372704,374104
519*909=,471171,471771
431*699=,301069,301269
123*422=,051606,051906
244*992=,241648,242048
698*182=,126836,127036
846*489=,413894,413694
542*833=,451286,451486
306*993=,304058,303858
483*525=,253875,253575
663*366=,242058,242658
356*924=,329544,328944
827*810=,670870,669870
647*472=,305884,305384
310*205=,062550,063550
662*117=,077354,077454
876*585=,512160,512460
526*579=,304854,304554
548*175=,096500,095900
921*301=,277021,277221
591*433=,256003,255903
256*284=,072304,072704
437*478=,209886,208886
411*897=,369067,368667
491*596=,292036,292636
469*967=,453123,453523
903*912=,822936,823536
251*118=,029018,029618
356*409=,146004,145604
132*169=,022508,022308
248*908=,224984,225184
884*384=,340256,339456
728*733=,534124,533624
273*439=,120147,119847
290*462=,134980,133980
179*764=,137156,136756
780*852=,665560,664560
965*946=,912690,912890
143*894=,127942,127842
982*975=,956050,957450
840*374=,313160,314160
914*753=,689842,688242
343*811=,278673,278173
636*991=,630876,630276
589*761=,448029,448229
697*447=,310059,311559
511*382=,195102,195202
793*302=,239086,239486
112*490=,055880,054880
403*598=,241994,240994
892*340=,302880,303280
693*710=,491030,492030
577*815=,470055,470255
334*184=,061256,061456
658*185=,121130,121730
663*506=,335178,335478
812*329=,267648,267148
169*239=,040691,040391
364*367=,133188,133588
697*805=,560085,561085
747*288=,214036,215136
706*985=,696110,695410
655*476=,311880,311780
417*916=,381472,381972
593*861=,510673,510573
446*273=,121858,121758
903*724=,653872,653772
912*355=,323660,323760
905*637=,576685,576485
332*239=,079648,079348
346*397=,137062,137362
534*192=,102328,102528
131*635=,082085,083185
833*218=,181694,181594
874*264=,230336,230736
595*173=,102135,102935
230*566=,129180,130180
634*974=,617016,617516
924*210=,193040,194040
721*130=,094730,093730
204*196=,039584,039984
748*822=,615656,614856
558*647=,360026,361026
331*664=,219384,219784
705*597=,420685,420885
824*629=,519696,518296
733*672=,491876,492576
574*923=,530002,529802
212*279=,058848,059148
362*348=,125576,125976
545*639=,347055,348255
680*849=,578320,577320
264*866=,228024,228624
446*905=,402830,403630
913*716=,654308,653708
382*363=,139966,138666
762*234=,178508,178308
192*979=,187768,187968
422*426=,179972,179772
218*737=,160166,160666
675*214=,144050,144450
128*873=,111844,111744
198*761=,150078,150678
858*787=,675346,675246
848*144=,122912,122112
859*334=,286306,286906
237*205=,048985,048585
742*367=,272014,272314
114*197=,022858,022458
749*828=,619872,620172
339*456=,154684,154584
857*209=,179613,179113
299*688=,206612,205712
407*184=,075188,074888
868*376=,326568,326368
313*186=,057818,058218
988*608=,599504,600704
774*874=,676976,676476
328*813=,267064,266664
536*161=,086096,086296
738*188=,139144,138744
988*125=,123000,123500
860*551=,472860,473860
965*243=,234195,234495
627*708=,443016,443916
566*763=,430158,431858
562*279=,156298,156798
389*958=,373562,372662
236*685=,161260,161660
333*678=,226874,225774
783*134=,105022,104922
601*741=,445141,445341
375*201=,075975,075375
451*969=,437319,437019
768*542=,415656,416256
146*240=,034040,035040
159*533=,085647,084747
699*148=,103052,103452
472*313=,148036,147736
745*610=,453450,454450
839*438=,367682,367482
615*526=,323190,323490
232*524=,121968,121568
793*856=,679908,678808
667*329=,219643,219443
169*965=,163185,163085
288*761=,218068,219168
754*858=,646332,646932
789*601=,472989,474189
905*418=,378690,378290
687*724=,496088,497388
547*335=,182645,183245
674*678=,456072,456972
930*487=,453910,452910
391*179=,070089,069989
956*583=,558048,557348
495*401=,198095,198495
302*555=,167210,167610
175*618=,108850,108150
628*358=,225184,224824
805*812=,653560,653660
723*422=,305806,305106
926*378=,350228,350028
425*341=,144025,144925
939*923=,866197,866697
882*813=,716766,717066
328*264=,086992,086592
983*711=,698813,698913
145*208=,030060,030160
116*549=,063984,063684
765*968=,740820,740520
991*543=,537613,538113
717*315=,226855,225855
514*528=,271792,271392
932*205=,190560,191060
607*169=,102983,102583
923*954=,880842,880542
508*954=,484032,484632
334*693=,230162,231462
412*931=,382672,383572
116*672=,077552,077952
265*959=,254235,254135
785*104=,081140,081640
565*138=,078070,077970
555*507=,281685,281385
364*799=,290036,290836
276*869=,240044,239844
104*383=,039532,039832
954*706=,673324,673524
217*571=,123407,123907
996*992=,988832,988032
794*817=,648098,648698
376*689=,259364,259064
694*871=,604174,604474
756*999=,756044,755244
794*759=,602446,602646
916*138=,126608,126408
725*177=,128625,128325
686*754=,517044,517244
709*887=,628083,628883
991*570=,563870,564870
775*843=,652825,653325
352*754=,265808,265408
399*284=,113616,113316
343*212=,072016,072716
861*342=,293662,294462
667*821=,546007,547607
831*348=,288988,289188
801*435=,348835,348435
716*338=,243608,242008
107*545=,058815,058315
653*567=,370351,370251
809*237=,191633,191733
191*338=,064958,064558
891*185=,164035,164835
447*126=,056022,056322
772*957=,739804,738804
781*388=,302428,303028
674*869=,586906,585706
942*369=,348898,347598
761*417=,316937,317337
927*843=,781961,781461
987*789=,778643,778743
723*263=,190049,190149
151*849=,127699,128199
848*991=,840168,840368
946*147=,139862,139062
436*257=,112652,112052
428*856=,366768,366368
898*768=,688664,689664
849*511=,434139,433839
684*110=,074240,075240
980*584=,573320,572320
292*595=,174540,173740
663*750=,496250,497250
321*375=,120275,120375
632*195=,123340,123240
934*825=,770050,770550
814*339=,276346,275946
435*528=,229880,229680
958*614=,589012,588212
305*576=,176780,175680
104*928=,096912,096512
319*845=,269655,269555
787*125=,099875,098375
583*348=,202084,202884
673*588=,396124,395724
173*306=,052838,052938
811*179=,145069,145169
847*579=,490013,490413
418*714=,298252,298452
866*929=,804814,804514
970*224=,216280,217280
897*464=,415908,416208
929*116=,107964,107764
663*405=,268715,268515
726*539=,391814,391314
999*209=,208891,208791
133*948=,126884,126084
584*175=,102100,102200
448*468=,209864,209664
222*146=,032612,032412
531*958=,509298,508698
302*108=,032816,032616
309*487=,150083,150483
346*819=,283874,283374
611*397=,242067,242567
806*863=,696178,695578
624*420=,261280,262080
331*984=,325404,325704
579*587=,339973,339873
867*129=,111643,111843
318*225=,071250,071550
967*757=,731219,732019
852*112=,095024,095424
291*703=,204073,204573
531*650=,344150,345150
244*965=,235160,235460
484*493=,240112,238612
277*345=,095665,095565
962*246=,236452,236652
277*795=,219115,220215
614*331=,203834,203234
118*871=,102678,102778
330*779=,256070,257070
113*701=,079613,079213
905*583=,527115,527615
104*961=,099544,099944
558*864=,482312,482112
502*516=,259632,259032
380*885=,337300,336300
801*393=,315693,314793
674*681=,458094,458994
386*138=,053468,053268
846*722=,611412,610812
892*665=,592080,593180
166*759=,126094,125994
205*519=,106995,106395
845*108=,091860,091260
393*894=,351942,351342
941*376=,354016,353816
604*143=,086072,086372
676*338=,228888,228488
958*678=,650124,649524
830*618=,513940,512940
356*654=,232224,232824
751*377=,283327,283127
822*699=,575078,574578
361*822=,296442,296742
812*725=,589200,588700
651*442=,287642,287742
524*856=,448144,448544
938*351=,329838,329238
423*792=,334416,335016
564*891=,501524,502524
432*727=,313664,314064
768*328=,251504,251904
772*191=,147052,147452
124*873=,108852,108252
834*148=,123032,123432
691*364=,251024,251524
974*548=,533552,533752
689*360=,247040,248040
825*260=,215500,214500
394*814=,321116,320716
407*588=,239916,239316
504*747=,376988,376488
929*494=,458026,458926
518*478=,248004,247604
392*181=,070152,070952
980*862=,843760,844760
746*431=,321126,321526
145*750=,109750,108750
863*937=,808131,808631
685*851=,582635,582935
188*686=,129968,128968
585*896=,524860,524160
896*771=,689516,690816
220*274=,059280,060280
637*527=,335099,335699
771*682=,526622,525822
198*543=,107014,107514
427*894=,381138,381738
528*654=,344112,345312
327*809=,264843,264543
476*482=,230632,229432
372*813=,302636,302436
896*575=,514100,515200
636*351=,223436,223236
371*348=,129008,129108
378*724=,274272,273672
984*275=,270100,270600
346*229=,079634,079234
585*183=,106055,107055
209*873=,182157,182457
301*709=,213109,213409
187*642=,119054,120054
138*159=,022242,021942
762*956=,728672,728472
748*851=,636448,636548
664*384=,254776,254976
786*305=,239930,239730
923*875=,808825,807625
750*896=,673000,672000
221*775=,171175,171275
577*665=,383505,383705
826*879=,726154,726054
658*544=,357152,357952
499*788=,393812,393212
629*241=,151089,151589
986*759=,748074,748374
601*847=,508847,509047
985*972=,956120,957420
917*202=,185634,185234
125*421=,052125,052625
706*369=,260114,260514
869*513=,445397,445797
349*983=,342867,343067
524*876=,458224,459024
442*238=,104996,105196
208*334=,069672,069472
931*853=,794043,794143
616*518=,320088,319088
752*446=,335192,335392
861*277=,238997,238497
969*744=,720136,720936
863*271=,234073,233873
334*813=,271042,271542
607*224=,136068,135968
741*686=,508826,508326
566*614=,347024,347524
647*291=,188977,188277
255*408=,104540,104040
573*279=,159267,159867
193*207=,040051,039951
989*832=,823148,822848
258*324=,083792,083592
937*865=,809805,810505
751*243=,182693,182493
514*336=,173304,172704
536*264=,141104,141504
218*595=,128810,129710
422*573=,242806,241806
883*317=,279811,279911
451*924=,416124,416724
841*593=,500013,498713
774*778=,601972,602172
401*644=,257044,258244
851*972=,826672,827172
856*169=,145064,144664
229*296=,067184,067784
383*566=,216878,216778
843*149=,125807,125607
887*707=,626009,627109
706*705=,497930,497730
142*574=,081008,081508
957*319=,305683,305283
849*174=,148826,147726
817*313=,256021,255721
886*519=,459334,459834
207*158=,032006,032706
667*186=,124462,124062
376*942=,354592,354192
895*258=,230810,230910
166*516=,086056,085656
723*471=,340233,340533
204*564=,114056,115056
687*174=,119038,119538
234*898=,209332,210132
930*207=,193510,192510
445*472=,210140,210040
426*973=,414898,414498
230*329=,076670,075670
616*598=,368568,368368
245*857=,209665,209965
631*828=,523168,522468
292*555=,162660,162060
122*402=,049644,049044
122*204=,024288,024888
252*993=,249836,250236
265*712=,189980,188680
599*803=,480097,480997
492*689=,339988,338988
946*968=,915528,915728
515*546=,281890,281190
543*399=,216057,216657
391*972=,379552,380052
547*823=,449681,450181
115*349=,039835,040135
942*962=,906404,906204
946*805=,760830,761530
605*873=,528665,528165
508*187=,094296,094996
895*417=,373115,373215
296*387=,114452,114552
278*897=,249966,249366
583*729=,425807,425007
135*582=,078070,078570
172*592=,101624,101824
201*149=,029049,029949
338*445=,150610,150410
463*682=,315666,315766
733*765=,560145,560745
926*134=,124884,124084
342*304=,103168,103968
366*235=,085810,086010
486*548=,266728,266328
774*455=,352370,352170
253*881=,222193,222893
636*175=,111800,111300
701*755=,529055,529255
192*171=,032532,032832
728*685=,498380,498680
422*818=,344396,345196
897*855=,767635,766935
382*761=,290102,290702
603*127=,076881,076581
622*858=,534076,533676
482*782=,377024,376924
558*119=,066602,066402
496*811=,401656,402256
194*963=,185622,186822
693*585=,405005,405405
519*303=,157057,157257
892*506=,451152,451352
845*542=,457590,457990
874*719=,627806,628406
210*544=,113240,114240
695*972=,675940,675540
857*338=,289866,289666
865*772=,668580,667780
521*231=,120251,120351
597*934=,558898,557598
633*859=,543647,543747
739*185=,136015,136715
407*223=,090861,090761
704*863=,607952,607552
363*668=,241884,242484
412*493=,203916,203116
583*756=,440948,440748
640*172=,109680,110080
804*622=,499888,500088
256*457=,117092,116992
738*313=,231894,230994
646*224=,144904,144704
961*378=,363158,363258
219*936=,204884,204984
848*179=,152092,151792
931*554=,515074,515774
684*919=,628896,628596
718*477=,342086,342486
379*945=,358055,358155
883*139=,122137,122737
322*484=,156048,155848
838*303=,254014,253914
609*225=,136125,137025
437*741=,323117,323817
174*774=,134876,134676
218*766=,167788,166988
304*189=,057856,057456
748*588=,440224,439824
331*523=,172013,173113
431*978=,421118,421518
827*639=,529153,528453
426*136=,058936,057936
881*606=,532486,533886
959*675=,647125,647325
323*159=,051257,051357
439*601=,264139,263839
994*573=,568962,569562
937*674=,631138,631538
701*608=,425908,426208
850*338=,286300,287300
907*727=,660089,659389
258*687=,177046,177246
104*522=,053888,054288
331*354=,117074,117174
116*493=,057388,057188
660*667=,438220,440220
823*376=,309848,309448
640*576=,369840,368640
528*884=,466552,466752
836*435=,363060,363660
592*302=,178984,178784
274*676=,185024,185224
579*105=,060195,060795
570*981=,558170,559170
563*967=,544821,544421
248*954=,236192,236592
917*713=,654021,653821
888*104=,092752,092352
991*291=,288581,288381
588*824=,484112,484512
947*933=,882651,883551
815*286=,233890,233090
783*107=,083681,083781
817*413=,338121,337421
843*515=,434445,434145
223*773=,172679,172379
645*231=,148695,148995
561*378=,211158,212058
242*899=,217858,217558
381*854=,325074,325374
383*742=,284086,284186
455*809=,368695,368095
287*823=,236001,236201
616*478=,294048,294448
363*574=,208062,208362
652*768=,500536,500736
785*751=,589035,589535
342*648=,221016,221616
915*437=,400855,399855
598*704=,420792,420992
398*856=,341088,340688
937*623=,583851,583751
384*687=,263108,263808
356*293=,104008,104308
492*439=,216988,215988
715*924=,661160,660660
215*173=,037695,037195
486*523=,254878,254178
981*202=,197762,198162
364*781=,282884,284284
839*113=,094107,094807
847*486=,411942,411642
131*787=,103897,103097
103*472=,048916,048616
423*406=,171838,171738
109*192=,021328,020928
348*499=,173052,173652
921*979=,901159,901659
453*311=,141083,140883
986*488=,481768,481168
104*838=,086952,087152
296*651=,192096,192696
347*831=,287657,288357
566*787=,444542,445442
553*480=,266440,265440
891*684=,609344,609444
860*911=,784460,783460
301*369=,110669,111069
846*669=,565074,565974
983*991=,973353,974153
968*888=,859184,859584
666*654=,436064,435564
892*189=,169588,168588
274*481=,132094,131794
843*938=,790834,790734
499*949=,473851,473551
981*780=,766180,765180
403*801=,322703,322803
527*945=,498115,498015
607*969=,588383,588183
935*121=,113035,113135
142*285=,040070,040470
387*919=,356253,355653
431*730=,313630,314630
532*922=,490004,490504
692*179=,123768,123868
659*837=,551683,551583
191*699=,134009,133509
669*894=,597386,598086
839*743=,623177,623377
505*697=,351785,351985
553*359=,198327,198527
291*923=,268393,268593
633*591=,374003,374103
792*559=,442128,442728
815*513=,418195,418095
982*732=,719024,718824
236*331=,078016,078116
628*189=,118892,118692
807*172=,139804,138804
939*801=,751139,752139
115*548=,063220,063020
114*429=,049606,048906
463*546=,252098,252798
633*508=,321264,321564
555*427=,236885,236985
666*458=,304028,305028
384*555=,212120,213120
927*685=,635195,634995
606*478=,289868,289668
487*198=,096826,096426
577*711=,411047,410247
533*834=,444022,444522
335*209=,069115,070015
717*955=,685935,684735
134*325=,043250,043550
164*965=,158160,158260
449*875=,392175,392875
131*229=,030099,029999
985*573=,563105,564405
705*506=,356930,356730
294*773=,226962,227262
745*960=,714200,715200
868*412=,357016,357616
979*975=,953125,954525
183*496=,090068,090768
897*181=,162057,162357
233*721=,168693,167993
877*511=,448047,448147
562*157=,088034,088234
796*759=,604064,604164
916*718=,658288,657688
663*679=,450277,450177
864*957=,826948,826848
603*331=,199793,199593
525*651=,340675,341775
837*474=,396138,396738
553*536=,296008,296408
256*923=,236888,236288
137*693=,094041,094941
185*699=,129715,129315
974*141=,137934,137334
127*493=,062111,062611
291*146=,042086,042486
229*908=,208832,207932
234*662=,154308,154908
425*438=,186850,186150
269*456=,122064,122664
272*823=,223656,223856
487*797=,387939,388139
137*956=,130672,130972
248*993=,246064,246264
512*761=,389932,389632
935*579=,542865,541365
527*974=,513898,513298
509*104=,053536,052936
431*513=,220003,221103
455*453=,206615,206115
978*469=,458082,458682
791*365=,287315,288715
531*602=,319562,319662
456*373=,170188,170088
963*687=,661881,661581
761*258=,196038,196338
799*351=,279649,280449
576*801=,460976,461376
137*801=,110437,109737
777*294=,228138,228438
341*845=,286745,288145
919*836=,768384,768284
853*499=,426647,425647
247*689=,170083,170183
617*216=,133472,133272
496*571=,283916,283216
304*385=,117140,117040
493*943=,464099,464899
630*799=,504370,503370
711*643=,457073,457173
836*782=,653152,653752
599*642=,385058,384558
136*283=,039088,038488
429*911=,390119,390819
346*508=,176768,175768
599*639=,382661,382761
892*439=,391088,391588
668*437=,291316,291916
790*995=,785050,786050
916*123=,112868,112668
808*395=,319560,319160
909*961=,873149,873549
931*954=,888074,888174
366*984=,360344,360144
129*322=,041638,041538
827*199=,165173,164573
424*823=,348852,348952
615*598=,368270,367770
406*111=,045666,045066
935*573=,536055,535755
259*635=,164665,164465
865*758=,655070,655670
179*948=,170092,169692
544*841=,456004,457504
586*662=,387632,387932
835*968=,807880,808280
587*936=,549332,549432
113*758=,086054,085654
434*468=,203512,203112
351*976=,342176,342576
511*822=,420142,420042
459*576=,264584,264384
157*237=,037609,037209
782*508=,397056,397256
405*894=,361970,362070
698*712=,496576,496976
675*165=,110875,111375
759*869=,659271,659571
249*209=,051041,052041
806*919=,740014,740714
146*579=,085034,084534
485*958=,465130,464630
728*459=,334252,334152
733*102=,074966,074766
206*826=,169756,170156
851*363=,309613,308913
745*407=,303815,303215
125*906=,113850,113250
899*111=,099889,099789
327*681=,222487,222687
961*379=,364119,364219
753*808=,607024,608424
327*151=,049677,049377
988*221=,218648,218348
157*347=,054679,054479
288*613=,176844,176544
525*644=,337800,338100
933*356=,332048,332148
185*395=,072575,073075
214*653=,139842,139742
425*371=,158275,157675
611*382=,234002,233402
321*328=,105688,105288
674*158=,106892,106492
268*217=,058256,058156
852*511=,435172,435372
246*702=,172892,172692
656*404=,264224,265024
899*410=,369590,368590
242*947=,228874,229174
140*235=,033900,032900
458*231=,105698,105798
217*831=,180027,180327
195*968=,187760,188760
573*848=,486004,485904
459*679=,311161,311661
502*332=,166264,166664
777*213=,165001,165501
359*991=,355069,355769
901*157=,142657,141457
529*917=,484693,485093
666*920=,611520,612720
476*463=,220188,220388
694*501=,347994,347694
847*148=,125856,125356
818*811=,664098,663398
571*543=,310653,310053
207*526=,108982,108882
485*636=,308060,308460
903*223=,201169,201369
246*521=,128666,128166
359*906=,324654,325254
578*889=,513142,513842
511*960=,491560,490560
382*645=,246090,246390
581*541=,314021,314321
132*348=,045336,045936
747*919=,686993,686493
124*630=,077120,078120
319*441=,140179,140679
899*881=,791119,792019
663*384=,254392,254592
916*167=,153372,152972
650*916=,596400,595400
386*428=,165008,165208
828*752=,623456,622656
141*815=,114115,114915
725*624=,452000,452400
991*234=,231094,231894
996*617=,614032,614532
121*128=,015188,015488
710*715=,508650,507650
839*218=,182602,182902
206*728=,150968,149968
309*948=,292032,292932
624*454=,283696,283296
222*234=,051548,051948
859*739=,634601,634801
116*538=,062608,062408
322*355=,114210,114310
555*312=,173660,173160
141*275=,039675,038775
589*963=,567807,567207
471*255=,120005,120105
564*377=,212128,212628
169*716=,120004,121004
199*247=,049953,049153
969*179=,173351,173451
563*247=,139861,139061
565*173=,097645,097745
470*152=,070440,071440
162*273=,044526,044226
225*863=,194875,194175
205*972=,199860,199260
149*283=,042067,042167
505*749=,378945,378245
391*423=,165093,165393
597*403=,240991,240591
896*587=,526452,525952
581*403=,233143,234143
581*619=,359339,359639
574*958=,550092,549892
578*316=,182248,182648
909*179=,163811,162711
796*812=,645752,646352
459*976=,447084,447984
707*404=,286628,285628
374*846=,316004,316404
776*573=,444948,444648
840*256=,214040,215040
698*348=,242704,242904
673*774=,521002,520902
573*668=,382364,382764
136*423=,057828,057528
111*592=,065812,065712
818*685=,560130,560330
339*178=,060142,060342
377*771=,290167,290667
718*325=,233850,233350
203*528=,106984,107184
505*428=,215140,216140
428*907=,388096,388196
378*599=,226822,226422
395*380=,149100,150100
226*678=,153828,153228
509*222=,113898,112998
968*796=,771528,770528
557*711=,397027,396027
469*684=,320896,320796
494*162=,079828,080028
275*383=,104625,105325
709*934=,662406,662206
372*305=,112660,113460
128*289=,037692,036992
387*648=,251076,250776
996*902=,900192,898392
746*172=,128712,128312
885*205=,182925,181425
891*110=,097010,098010
245*637=,156265,156065
288*127=,036676,036576
622*652=,405144,405544
468*993=,464224,464724
488*786=,383768,383568
346*119=,041074,041174
517*603=,311951,311751
301*486=,146086,146286
601*958=,575958,575758
129*412=,053648,053148
323*127=,040221,041021
154*643=,099622,099022
609*528=,322852,321552
323*423=,136829,136629
207*511=,105977,105777
824*604=,498096,497696
338*451=,152138,152438
159*993=,157187,157887
204*536=,108744,109344
732*375=,274000,274500
426*803=,341878,342078
763*325=,248075,247975
519*737=,382603,382503
219*463=,101197,101397
891*782=,696362,696762
515*509=,263935,262135
624*539=,336636,336336
563*857=,482791,482491
681*771=,525651,525051
794*883=,700302,701102
527*708=,373016,373116
969*255=,246395,247095
521*734=,382814,382414
343*944=,322492,323792
308*477=,147016,146916
172*311=,053192,053492
168*466=,078688,078288
708*139=,099812,098412
807*339=,273173,273573
514*105=,054070,053970
791*666=,527306,526806
298*905=,269090,269690
910*689=,627990,626990
151*104=,015504,015704
472*601=,283172,283672
998*772=,770056,770456
897*926=,831522,830622
528*134=,071352,070752
826*565=,466190,466690
625*847=,529075,529375
493*743=,366699,366299
214*769=,164966,164566
953*112=,106836,106736
143*462=,066666,066066
139*577=,080103,080203
936*607=,568252,568152
999*785=,783515,784215
699*813=,568887,568287
152*843=,128636,128136
943*393=,370099,370599
757*939=,710623,710823
860*401=,348860,344860
406*322=,130332,130732
782*944=,738608,738208
570*588=,336160,335160
703*399=,280097,280497
812*309=,251008,250908
931*653=,608043,607943
814*854=,696956,695156
338*478=,161164,161564
332*753=,250096,249996
829*233=,193057,193157
167*617=,102939,103039
197*472=,093084,092984
129*720=,093880,092880
471*491=,231061,231261
739*906=,670034,669534
276*286=,079936,078936
439*251=,110689,110189
190*632=,119080,120080
984*747=,735148,735048
773*277=,213121,214121
945*569=,538805,537705
366*379=,139014,138714
469*443=,207067,207767
176*367=,064092,064592
780*118=,091240,092040
773*197=,152081,152281
793*693=,550049,549549
306*229=,070674,070074
612*802=,490624,490824
229*985=,224865,225565
465*609=,283785,283185
956*161=,154116,153916
335*905=,302175,303175
354*125=,044050,044250
482*439=,211698,211598
591*467=,276997,275997
723*359=,260257,259557
456*893=,407008,407208
919*255=,234645,234345
848*527=,446096,446896
481*848=,408388,407888
366*742=,271652,271572
899*945=,849055,849555
353*893=,314029,315229
381*842=,320602,320802
482*657=,316074,316674
208*401=,082708,083408
765*467=,357355,357255
941*684=,643944,643644
261*473=,123153,123453
652*991=,645032,646132
767*643=,491881,493181
728*377=,274056,274456
184*826=,152784,151984
749*904=,676896,677096
115*373=,043195,042895
399*275=,109625,109725
875*323=,281225,282625
501*674=,337174,337674
928*778=,721584,721984
879*254=,223066,223266
417*583=,243911,243111
524*601=,314124,314924
628*547=,343016,343516
343*446=,152078,152978
341*149=,050009,050809
717*483=,346711,346311
503*637=,320211,320411
852*760=,648320,647520
343*882=,301826,302526
192*463=,089996,088896
638*145=,091810,092510
391*783=,306353,306153
685*947=,648095,648695
596*127=,076092,075692
686*854=,586044,585844
101*905=,091705,091405
442*379=,167618,167518
434*773=,335882,335482
802*254=,203308,203708
764*405=,309120,309420
873*228=,199844,199044
936*873=,816128,817128
691*444=,306004,306804
658*239=,157162,157262
709*638=,452042,452342
149*367=,054983,054683
875*952=,833100,833000
617*858=,529086,529386
282*574=,162068,161868
553*165=,091145,091245
808*659=,532272,532472
163*355=,057665,057865
519*383=,199777,198777
714*588=,420232,419832
604*566=,342464,341864
545*578=,314610,315010
528*123=,065044,064944
461*112=,051132,051632
331*129=,042099,042699
296*202=,059592,059792
564*599=,338836,337836
412*289=,119668,119068
414*515=,213110,213210
299*672=,200528,200928
665*693=,460145,460845
606*275=,166850,166650
279*323=,090017,090117
516*209=,107944,107844
166*397=,065802,065902
903*859=,775377,775677
749*318=,238082,238182
852*562=,479024,478824
946*272=,257712,257312
645*672=,433140,433440
289*746=,214994,215594
535*323=,172005,172805
462*511=,236582,236082
653*228=,149284,148884
929*389=,361881,361381
689*492=,340088,338988
207*588=,122716,121716
695*392=,271540,272440
727*722=,526694,524894
707*480=,340360,339360
596*631=,376676,376076
390*902=,352780,351780
443*981=,434083,434583
371*202=,074642,074942
878*954=,838012,837612
428*471=,201188,201588
157*622=,097854,097654
733*385=,282005,282205
301*298=,089398,089698
690*870=,590300,600300
438*817=,358046,357846
262*284=,074608,074408
251*594=,148394,149094
522*342=,179324,178524
387*925=,358075,357975
519*219=,113861,113661
795*442=,350290,351390
168*115=,019820,019320
475*394=,186150,187150
913*247=,225811,225511
447*961=,429867,429567
706*843=,596058,595158
462*538=,248356,248556
193*188=,036884,036284
625*986=,615850,616250
708*668=,471544,472944
462*105=,048810,048510
337*593=,200041,199841
783*902=,706066,706266
648*647=,419056,419256
295*353=,104035,104135
275*423=,116825,116325
164*572=,093008,093808
275*473=,130175,130075
519*636=,330584,330084
118*873=,103414,103014
693*506=,350058,350658
905*216=,196780,195480
581*228=,132168,132468
516*730=,377680,376680
445*365=,161925,162425
726*247=,179822,179322
253*617=,156001,156101
833*820=,682060,683060
715*939=,671885,671385
296*245=,072020,072520
154*904=,138616,139216
227*736=,167872,167072
993*446=,442078,442878
193*584=,112912,112712
722*921=,665662,664962
341*220=,074020,075020
152*661=,099872,100472
505*931=,470655,470155
547*197=,107859,107759
672*382=,256104,256704
173*795=,137335,137535
162*965=,156230,156330
940*656=,615640,616640
533*166=,089878,088478
941*427=,401007,401807
548*199=,108052,109052
674*481=,324094,324194
533*231=,122023,123123
214*867=,185838,185538
393*853=,335029,335229
318*728=,231864,231504
694*874=,606956,606556
147*835=,122445,122745
187*846=,158802,158202
423*842=,356066,356166
365*389=,141885,141985
324*894=,289256,289656
581*557=,323017,323617
692*258=,178936,178536
292*636=,185912,185712
902*341=,307082,307582
951*407=,386657,387057
378*344=,130632,130032
892*299=,267308,266708
387*219=,084953,084753
959*583=,559197,559097
628*815=,512120,511820
979*971=,950109,950609
936*303=,283808,283608
634*269=,170846,170546
251*628=,158128,157628
311*147=,044017,045717
218*649=,141682,141482
743*763=,566809,566909
356*928=,330768,330368
361*798=,286678,288078
179*532=,095028,095228
125*566=,070150,070750
375*522=,196850,195750
730*964=,704720,703720
839*954=,800606,800406
212*732=,155584,155184
742*183=,135086,135786
532*149=,079868,079268
973*364=,354272,354172
877*371=,326067,325367
508*680=,346240,345440
713*263=,187819,187519
846*523=,442858,442458
